organism,genome,symbol,gene_id,gene_number,chr,start,end,strand
Mus musculus,mm10,Mccc1,ENSMUSG00000027709.9,10958,chr3,35959312,36000678,-
Mus musculus,mm10,Mccc2,ENSMUSG00000021646.9,10959,chr13,99948530,100015639,-
Mus musculus,mm10,Mcee,ENSMUSG00000033429.10,10960,chr7,64392607,64412125,+
Mus musculus,mm10,Mcemp1,ENSMUSG00000013974.3,10961,chr8,3665754,3669259,+
Mus musculus,mm10,Mcf2,ENSMUSG00000031139.16,10962,chrX,60055956,60179089,-
Mus musculus,mm10,Mcf2l,ENSMUSG00000031442.21,10963,chr8,12873806,13020905,+
Mus musculus,mm10,Mcfd2,ENSMUSG00000024150.12,10964,chr17,87254443,87265935,-
Mus musculus,mm10,Mchr1,ENSMUSG00000050164.11,10965,chr15,81235499,81238964,+
Mus musculus,mm10,Mcidas,ENSMUSG00000074651.3,10966,chr13,112993845,113000394,+
Mus musculus,mm10,Mcl1,ENSMUSG00000038612.16,10967,chr3,95658788,95663176,+
Mus musculus,mm10,Mcm10,ENSMUSG00000026669.14,10968,chr2,4989714,5012791,-
Mus musculus,mm10,Mcm2,ENSMUSG00000002870.8,10969,chr6,88883474,88898780,-
Mus musculus,mm10,Mcm3,ENSMUSG00000041859.10,10970,chr1,20802968,20820312,-
Mus musculus,mm10,Mcm3ap,ENSMUSG00000001150.7,10971,chr10,76468927,76515857,+
Mus musculus,mm10,Mcm4,ENSMUSG00000022673.5,10972,chr16,15623897,15637400,-
Mus musculus,mm10,Mcm5,ENSMUSG00000005410.6,10973,chr8,75109569,75128439,+
Mus musculus,mm10,Mcm6,ENSMUSG00000026355.11,10974,chr1,128331590,128359664,-
Mus musculus,mm10,Mcm7,ENSMUSG00000029730.16,10975,chr5,138164583,138172422,-
Mus musculus,mm10,Mcm8,ENSMUSG00000027353.14,10976,chr2,132816141,132844197,+
Mus musculus,mm10,Mcm9,ENSMUSG00000058298.10,10977,chr10,53536315,53630439,-
Mus musculus,mm10,Mcmbp,ENSMUSG00000048170.14,10978,chr7,128696441,128740495,-
Mus musculus,mm10,Mcmdc2,ENSMUSG00000046101.16,10979,chr1,9908638,9942085,+
Mus musculus,mm10,Mcoln1,ENSMUSG00000004567.16,10980,chr8,3500457,3515232,+
Mus musculus,mm10,Mcoln2,ENSMUSG00000011008.13,10981,chr3,146149833,146195513,+
Mus musculus,mm10,Mcoln3,ENSMUSG00000036853.5,10982,chr3,146117450,146141806,+
Mus musculus,mm10,Mcph1,ENSMUSG00000039842.15,10983,chr8,18595131,18803189,+
Mus musculus,mm10,Mcpt1,ENSMUSG00000022227.5,10984,chr14,56017971,56020384,+
Mus musculus,mm10,Mcpt2,ENSMUSG00000022226.6,10985,chr14,56042041,56044642,+
Mus musculus,mm10,Mcpt4,ENSMUSG00000061068.7,10986,chr14,56059629,56062313,-
Mus musculus,mm10,Mcpt8,ENSMUSG00000022157.8,10987,chr14,56082166,56085273,-
Mus musculus,mm10,Mcpt9,ENSMUSG00000071361.1,10988,chr14,56026864,56030495,-
Mus musculus,mm10,Mcrip1,ENSMUSG00000061111.8,10989,chr11,120542888,120549727,-
Mus musculus,mm10,Mcrip2,ENSMUSG00000025732.6,10990,chr17,25863698,25868764,-
Mus musculus,mm10,Mcrs1,ENSMUSG00000037570.16,10991,chr15,99242817,99251961,-
Mus musculus,mm10,Mctp1,ENSMUSG00000021596.16,10992,chr13,76384535,77031810,+
Mus musculus,mm10,Mctp2,ENSMUSG00000032776.9,10993,chr7,72077830,72306608,-
Mus musculus,mm10,Mcts1,ENSMUSG00000000355.13,10994,chrX,38600578,38613426,+
Mus musculus,mm10,Mcts2,ENSMUSG00000042814.8,10995,chr2,152687035,152687946,+
Mus musculus,mm10,Mcu,ENSMUSG00000009647.13,10996,chr10,59446984,59616692,-
Mus musculus,mm10,Mcub,ENSMUSG00000027994.14,10997,chr3,129914960,129970206,-
Mus musculus,mm10,Mcur1,ENSMUSG00000021371.5,10998,chr13,43538393,43560191,-
Mus musculus,mm10,Mdc1,ENSMUSG00000061607.15,10999,chr17,35841515,35859670,+
Mus musculus,mm10,Mdfi,ENSMUSG00000032717.14,11000,chr17,47815328,47834691,-
Mus musculus,mm10,Mdfic,ENSMUSG00000041390.18,11001,chr6,15720661,15802169,+
Mus musculus,mm10,Mdga1,ENSMUSG00000043557.16,11002,chr17,29827949,29970087,-
Mus musculus,mm10,Mdga2,ENSMUSG00000034912.18,11003,chr12,66466060,67222549,-
Mus musculus,mm10,Mdh1,ENSMUSG00000020321.16,11004,chr11,21556692,21572367,-
Mus musculus,mm10,Mdh1b,ENSMUSG00000025963.5,11005,chr1,63698819,63730318,-
Mus musculus,mm10,Mdh2,ENSMUSG00000019179.10,11006,chr5,135778480,135790398,+
Mus musculus,mm10,Mdk,ENSMUSG00000027239.14,11007,chr2,91929805,91932297,-
Mus musculus,mm10,Mdm1,ENSMUSG00000020212.14,11008,chr10,118141811,118168997,+
Mus musculus,mm10,Mdm2,ENSMUSG00000020184.15,11009,chr10,117688875,117710758,-
Mus musculus,mm10,Mdm4,ENSMUSG00000054387.13,11010,chr1,132959484,133030561,-
Mus musculus,mm10,Mdn1,ENSMUSG00000058006.12,11011,chr4,32657119,32775217,+
Mus musculus,mm10,Mdp1,ENSMUSG00000002329.7,11012,chr14,55657879,55660508,-
Mus musculus,mm10,Me1,ENSMUSG00000032418.15,11013,chr9,86581371,86695953,-
Mus musculus,mm10,Me2,ENSMUSG00000024556.4,11014,chr18,73769903,73815449,-
Mus musculus,mm10,Me3,ENSMUSG00000030621.17,11015,chr7,89632392,89854359,+
Mus musculus,mm10,Mea1,ENSMUSG00000002768.8,11016,chr17,46678793,46683111,+
Mus musculus,mm10,Meaf6,ENSMUSG00000028863.13,11017,chr4,125085134,125113238,+
Mus musculus,mm10,Meak7,ENSMUSG00000034105.9,11018,chr8,119760076,119778416,-
Mus musculus,mm10,Mecom,ENSMUSG00000027684.16,11019,chr3,29951296,30548008,-
Mus musculus,mm10,Mecp2,ENSMUSG00000031393.16,11020,chrX,74026592,74135363,-
Mus musculus,mm10,Mecr,ENSMUSG00000028910.12,11021,chr4,131843470,131867786,+
Mus musculus,mm10,Med1,ENSMUSG00000018160.15,11022,chr11,98152154,98193293,-
Mus musculus,mm10,Med10,ENSMUSG00000021598.9,11023,chr13,69802395,69816104,+
Mus musculus,mm10,Med11,ENSMUSG00000018923.13,11024,chr11,70451919,70453727,+
Mus musculus,mm10,Med12,ENSMUSG00000079487.11,11025,chrX,101274030,101297465,+
Mus musculus,mm10,Med12l,ENSMUSG00000056476.13,11026,chr3,59005825,59318682,+
Mus musculus,mm10,Med13,ENSMUSG00000034297.14,11027,chr11,86267033,86357602,-
Mus musculus,mm10,Med13l,ENSMUSG00000018076.12,11028,chr5,118560679,118765438,+
Mus musculus,mm10,Med14,ENSMUSG00000064127.13,11029,chrX,12675369,12762073,-
Mus musculus,mm10,Med15,ENSMUSG00000012114.17,11030,chr16,17651208,17732891,-
Mus musculus,mm10,Med16,ENSMUSG00000013833.15,11031,chr10,79894708,79908923,-
Mus musculus,mm10,Med17,ENSMUSG00000031935.9,11032,chr9,15260351,15279931,-
Mus musculus,mm10,Med18,ENSMUSG00000066042.4,11033,chr4,132458731,132463921,-
Mus musculus,mm10,Med19,ENSMUSG00000027080.6,11034,chr2,84678402,84688215,+
Mus musculus,mm10,Med20,ENSMUSG00000092558.3,11035,chr17,47611582,47624418,+
Mus musculus,mm10,Med21,ENSMUSG00000030291.12,11036,chr6,146642547,146650732,+
Mus musculus,mm10,Med22,ENSMUSG00000015776.12,11037,chr2,26905262,26910677,-
Mus musculus,mm10,Med23,ENSMUSG00000019984.16,11038,chr10,24869986,24913681,+
Mus musculus,mm10,Med24,ENSMUSG00000017210.14,11039,chr11,98704591,98729435,-
Mus musculus,mm10,Med25,ENSMUSG00000002968.9,11040,chr7,44876765,44892712,-
Mus musculus,mm10,Med26,ENSMUSG00000045248.6,11041,chr8,72494561,72548270,-
Mus musculus,mm10,Med27,ENSMUSG00000026799.15,11042,chr2,29346819,29524793,+
Mus musculus,mm10,Med28,ENSMUSG00000015804.14,11043,chr5,45520229,45529276,+
Mus musculus,mm10,Med29,ENSMUSG00000003444.8,11044,chr7,28386146,28392708,-
Mus musculus,mm10,Med30,ENSMUSG00000038622.8,11045,chr15,52712408,52730564,+
Mus musculus,mm10,Med31,ENSMUSG00000020801.8,11046,chr11,72211724,72215592,-
Mus musculus,mm10,Med4,ENSMUSG00000022109.6,11047,chr14,73510025,73518849,+
Mus musculus,mm10,Med6,ENSMUSG00000002679.14,11048,chr12,81573557,81595008,-
Mus musculus,mm10,Med7,ENSMUSG00000020397.15,11049,chr11,46436925,46442721,+
Mus musculus,mm10,Med8,ENSMUSG00000006392.16,11050,chr4,118409337,118415782,+
Mus musculus,mm10,Med9,ENSMUSG00000061650.6,11051,chr11,59948206,59962205,+
Mus musculus,mm10,Medag,ENSMUSG00000029659.16,11052,chr5,149411749,149431723,+
Mus musculus,mm10,Mef2a,ENSMUSG00000030557.17,11053,chr7,67231163,67372858,-
Mus musculus,mm10,Mef2b,ENSMUSG00000079033.10,11054,chr8,70139711,70167488,+
Mus musculus,mm10,Mef2c,ENSMUSG00000005583.16,11055,chr13,83504034,83667080,+
Mus musculus,mm10,Mef2d,ENSMUSG00000001419.17,11056,chr3,88142372,88172086,+
Mus musculus,mm10,Mefv,ENSMUSG00000022534.14,11057,chr16,3707218,3718097,-
Mus musculus,mm10,Megf10,ENSMUSG00000024593.15,11058,chr18,57133090,57297467,+
Mus musculus,mm10,Megf11,ENSMUSG00000036466.17,11059,chr9,64385626,64709205,+
Mus musculus,mm10,Megf6,ENSMUSG00000057751.14,11060,chr4,154170730,154275713,+
Mus musculus,mm10,Megf8,ENSMUSG00000045039.9,11061,chr7,25317164,25365917,+
Mus musculus,mm10,Megf9,ENSMUSG00000039270.9,11062,chr4,70427065,70534995,-
Mus musculus,mm10,Mei1,ENSMUSG00000068117.10,11063,chr15,82069996,82126814,+
Mus musculus,mm10,Mei4,ENSMUSG00000043289.12,11064,chr9,81863670,82206007,+
Mus musculus,mm10,Meig1,ENSMUSG00000026650.15,11065,chr2,3409043,3422648,-
Mus musculus,mm10,Meikin,ENSMUSG00000020332.7,11066,chr11,54370652,54426790,+
Mus musculus,mm10,Meiob,ENSMUSG00000024155.8,11067,chr17,24804289,24839788,+
Mus musculus,mm10,Meioc,ENSMUSG00000051455.13,11068,chr11,102663716,102682237,+
Mus musculus,mm10,Meis1,ENSMUSG00000020160.18,11069,chr11,18879817,19018985,-
Mus musculus,mm10,Meis2,ENSMUSG00000027210.20,11070,chr2,115863064,116065839,-
Mus musculus,mm10,Meis3,ENSMUSG00000041420.18,11071,chr7,16175090,16186504,+
Mus musculus,mm10,Melk,ENSMUSG00000035683.13,11072,chr4,44300876,44364675,+
Mus musculus,mm10,Meltf,ENSMUSG00000022780.5,11073,chr16,31878810,31899020,+
Mus musculus,mm10,Memo1,ENSMUSG00000058704.9,11074,chr17,74199036,74295521,-
Mus musculus,mm10,Men1,ENSMUSG00000024947.17,11075,chr19,6334979,6340891,+
Mus musculus,mm10,Meox1,ENSMUSG00000001493.9,11076,chr11,101877510,101894374,-
Mus musculus,mm10,Meox2,ENSMUSG00000036144.6,11077,chr12,37108540,37179534,+
Mus musculus,mm10,Mep1a,ENSMUSG00000023914.16,11078,chr17,43474324,43502812,-
Mus musculus,mm10,Mep1b,ENSMUSG00000024313.8,11079,chr18,21061923,21100199,+
Mus musculus,mm10,Mepce,ENSMUSG00000029726.16,11080,chr5,137781906,137787655,-
Mus musculus,mm10,Mepe,ENSMUSG00000053863.3,11081,chr5,104325329,104338611,+
Mus musculus,mm10,Mertk,ENSMUSG00000014361.5,11082,chr2,128698956,128802894,+
Mus musculus,mm10,Mesd,ENSMUSG00000038503.15,11083,chr7,83884466,83901532,+
Mus musculus,mm10,Mesp1,ENSMUSG00000030544.5,11084,chr7,79792241,79793788,-
Mus musculus,mm10,Mesp2,ENSMUSG00000030543.10,11085,chr7,79810727,79813439,+
Mus musculus,mm10,Mest,ENSMUSG00000051855.15,11086,chr6,30723547,30748465,+
Mus musculus,mm10,Met,ENSMUSG00000009376.15,11087,chr6,17463800,17573980,+
Mus musculus,mm10,Metap1,ENSMUSG00000005813.12,11088,chr3,138458956,138489515,-
Mus musculus,mm10,Metap1d,ENSMUSG00000041921.16,11089,chr2,71453276,71525194,+
Mus musculus,mm10,Metap2,ENSMUSG00000036112.15,11090,chr10,93858489,93897093,-
Mus musculus,mm10,Methig1,ENSMUSG00000093789.3,11091,chr15,100353149,100384436,+
Mus musculus,mm10,Metrn,ENSMUSG00000002274.13,11092,chr17,25793221,25797136,-
Mus musculus,mm10,Metrnl,ENSMUSG00000039208.15,11093,chr11,121701544,121716306,+
Mus musculus,mm10,Mettl1,ENSMUSG00000006732.14,11094,chr10,127041414,127046365,+
Mus musculus,mm10,Mettl11b,ENSMUSG00000040113.14,11095,chr1,163702256,163725232,-
Mus musculus,mm10,Mettl14,ENSMUSG00000028114.16,11096,chr3,123368297,123386108,-
Mus musculus,mm10,Mettl15,ENSMUSG00000057234.9,11097,chr2,109092297,109280748,-
Mus musculus,mm10,Mettl16,ENSMUSG00000010554.14,11098,chr11,74770830,74828525,+
Mus musculus,mm10,Mettl17,ENSMUSG00000004561.14,11099,chr14,51884842,51893039,+
Mus musculus,mm10,Mettl18,ENSMUSG00000041396.13,11100,chr1,163994889,163997243,+
Mus musculus,mm10,Mettl2,ENSMUSG00000020691.13,11101,chr11,105126425,105140394,+
Mus musculus,mm10,Mettl21a,ENSMUSG00000025956.10,11102,chr1,64606473,64617242,-
Mus musculus,mm10,Mettl21c,ENSMUSG00000047343.4,11103,chr1,44009408,44020034,-
Mus musculus,mm10,Mettl21e,ENSMUSG00000046828.3,11104,chr1,44204070,44218961,-
Mus musculus,mm10,Mettl22,ENSMUSG00000039345.16,11105,chr16,8470788,8490684,+
Mus musculus,mm10,Mettl23,ENSMUSG00000090266.10,11106,chr11,116843278,116854263,+
Mus musculus,mm10,Mettl24,ENSMUSG00000045555.3,11107,chr10,40683282,40811083,+
Mus musculus,mm10,Mettl25,ENSMUSG00000036009.16,11108,chr10,105763189,105841380,-
Mus musculus,mm10,Mettl26,ENSMUSG00000025731.16,11109,chr17,25875074,25877169,+
Mus musculus,mm10,Mettl27,ENSMUSG00000040557.14,11110,chr5,134932368,134942637,+
Mus musculus,mm10,Mettl3,ENSMUSG00000022160.18,11111,chr14,52294841,52305128,-
Mus musculus,mm10,Mettl4,ENSMUSG00000055660.9,11112,chr17,94722590,94750019,-
Mus musculus,mm10,Mettl5,ENSMUSG00000051730.15,11113,chr2,69871198,69885615,-
Mus musculus,mm10,Mettl6,ENSMUSG00000021891.8,11114,chr14,31473578,31495040,-
Mus musculus,mm10,Mettl7a1,ENSMUSG00000054619.7,11115,chr15,100304140,100328662,+
Mus musculus,mm10,Mettl7a2,ENSMUSG00000056487.8,11116,chr15,100353200,100361840,+
Mus musculus,mm10,Mettl7a3,ENSMUSG00000058057.5,11117,chr15,100334929,100340375,+
Mus musculus,mm10,Mettl7b,ENSMUSG00000025347.4,11118,chr10,128958274,128960988,-
Mus musculus,mm10,Mettl8,ENSMUSG00000041975.17,11119,chr2,70964561,71055583,-
Mus musculus,mm10,Mettl9,ENSMUSG00000030876.7,11120,chr7,121034445,121078329,+
Mus musculus,mm10,Mex3a,ENSMUSG00000074480.4,11121,chr3,88532395,88541396,+
Mus musculus,mm10,Mex3b,ENSMUSG00000057706.7,11122,chr7,82867333,82871515,+
Mus musculus,mm10,Mex3c,ENSMUSG00000037253.8,11123,chr18,73573044,73592575,+
Mus musculus,mm10,Mex3d,ENSMUSG00000048696.11,11124,chr10,80380355,80387659,-
Mus musculus,mm10,Mfap1a,ENSMUSG00000068479.5,11125,chr2,121491911,121506665,-
Mus musculus,mm10,Mfap1b,ENSMUSG00000048222.3,11126,chr2,121460235,121474067,-
Mus musculus,mm10,Mfap2,ENSMUSG00000060572.17,11127,chr4,141010418,141015984,+
Mus musculus,mm10,Mfap3,ENSMUSG00000020522.13,11128,chr11,57518664,57533815,+
Mus musculus,mm10,Mfap3l,ENSMUSG00000031647.10,11129,chr8,60632827,60676729,+
Mus musculus,mm10,Mfap4,ENSMUSG00000042436.12,11130,chr11,61485431,61488900,+
Mus musculus,mm10,Mfap5,ENSMUSG00000030116.14,11131,chr6,122505845,122529290,+
Mus musculus,mm10,Mff,ENSMUSG00000026150.14,11132,chr1,82724890,82752394,+
Mus musculus,mm10,Mfge8,ENSMUSG00000030605.15,11133,chr7,79133768,79149060,-
Mus musculus,mm10,Mfhas1,ENSMUSG00000070056.6,11134,chr8,35587798,35679449,+
Mus musculus,mm10,Mfn1,ENSMUSG00000027668.13,11135,chr3,32529465,32579239,+
Mus musculus,mm10,Mfn2,ENSMUSG00000029020.13,11136,chr4,147873599,147904704,-
Mus musculus,mm10,Mfng,ENSMUSG00000018169.12,11137,chr15,78755882,78773475,-
Mus musculus,mm10,Mfrp,ENSMUSG00000034739.17,11138,chr9,44101729,44109187,+
Mus musculus,mm10,Mfsd1,ENSMUSG00000027775.9,11139,chr3,67582741,67604237,+
Mus musculus,mm10,Mfsd10,ENSMUSG00000001082.12,11140,chr5,34633642,34637212,-
Mus musculus,mm10,Mfsd11,ENSMUSG00000020818.16,11141,chr11,116852440,116875635,+
Mus musculus,mm10,Mfsd12,ENSMUSG00000034854.8,11142,chr10,81357491,81366225,+
Mus musculus,mm10,Mfsd13a,ENSMUSG00000025227.14,11143,chr19,46341121,46375252,+
Mus musculus,mm10,Mfsd13b,ENSMUSG00000030877.11,11144,chr7,120982509,121014787,+
Mus musculus,mm10,Mfsd14a,ENSMUSG00000089911.4,11145,chr3,116631164,116662677,-
Mus musculus,mm10,Mfsd14b,ENSMUSG00000038212.16,11146,chr13,65064663,65112975,-
Mus musculus,mm10,Mfsd2a,ENSMUSG00000028655.11,11147,chr4,122946850,122961188,-
Mus musculus,mm10,Mfsd2b,ENSMUSG00000037336.14,11148,chr12,4862440,4874359,-
Mus musculus,mm10,Mfsd3,ENSMUSG00000019080.8,11149,chr15,76701465,76704239,+
Mus musculus,mm10,Mfsd4a,ENSMUSG00000059149.17,11150,chr1,132022806,132068062,-
Mus musculus,mm10,Mfsd4b1,ENSMUSG00000038522.7,11151,chr10,40001575,40025268,-
Mus musculus,mm10,Mfsd4b4,ENSMUSG00000096687.8,11152,chr10,39890013,39899238,-
Mus musculus,mm10,Mfsd4b5,ENSMUSG00000038528.15,11153,chr10,39958036,39986646,-
Mus musculus,mm10,Mfsd5,ENSMUSG00000045665.5,11154,chr15,102279454,102281754,+
Mus musculus,mm10,Mfsd6,ENSMUSG00000041439.15,11155,chr1,52656286,52727462,-
Mus musculus,mm10,Mfsd6l,ENSMUSG00000048329.7,11156,chr11,68556186,68558245,+
Mus musculus,mm10,Mfsd7a,ENSMUSG00000029490.4,11157,chr5,108441054,108449100,-
Mus musculus,mm10,Mfsd8,ENSMUSG00000025759.11,11158,chr3,40818103,40846886,-
Mus musculus,mm10,Mfsd9,ENSMUSG00000041945.12,11159,chr1,40772038,40790687,-
Mus musculus,mm10,Mga,ENSMUSG00000033943.15,11160,chr2,119897228,119969581,+
Mus musculus,mm10,Mgam,ENSMUSG00000068587.10,11161,chr6,40628831,40769123,+
Mus musculus,mm10,Mgam2-ps,ENSMUSG00000102802.3,11162,chr6,40778711,40868164,+
Mus musculus,mm10,Mgarp,ENSMUSG00000037161.14,11163,chr3,51388412,51396738,-
Mus musculus,mm10,Mgat1,ENSMUSG00000020346.16,11164,chr11,49244191,49263030,+
Mus musculus,mm10,Mgat2,ENSMUSG00000043998.10,11165,chr12,69184157,69186770,+
Mus musculus,mm10,Mgat3,ENSMUSG00000042428.6,11166,chr15,80173721,80215519,+
Mus musculus,mm10,Mgat4a,ENSMUSG00000026110.15,11167,chr1,37439340,37541016,-
Mus musculus,mm10,Mgat4b,ENSMUSG00000036620.14,11168,chr11,50210890,50235103,+
Mus musculus,mm10,Mgat4c,ENSMUSG00000019888.16,11169,chr10,101681487,102391469,+
Mus musculus,mm10,Mgat4d,ENSMUSG00000035057.7,11170,chr8,83348471,83382320,+
Mus musculus,mm10,Mgat4e,ENSMUSG00000046367.10,11171,chr1,134540941,134549682,-
Mus musculus,mm10,Mgat4f,ENSMUSG00000050526.5,11172,chr1,134385940,134390981,+
Mus musculus,mm10,Mgat5,ENSMUSG00000036155.13,11173,chr1,127205015,127488336,+
Mus musculus,mm10,Mgat5b,ENSMUSG00000043857.16,11174,chr11,116918863,116986948,+
Mus musculus,mm10,Mgl2,ENSMUSG00000040950.13,11175,chr11,70130329,70137550,+
Mus musculus,mm10,Mgll,ENSMUSG00000033174.17,11176,chr6,88724412,88828360,+
Mus musculus,mm10,Mgme1,ENSMUSG00000027424.11,11177,chr2,144270663,144281227,+
Mus musculus,mm10,Mgmt,ENSMUSG00000054612.4,11178,chr7,136894614,137130266,+
Mus musculus,mm10,Mgp,ENSMUSG00000030218.2,11179,chr6,136872435,136875823,-
Mus musculus,mm10,Mgrn1,ENSMUSG00000022517.17,11180,chr16,4886249,4938296,+
Mus musculus,mm10,Mgst1,ENSMUSG00000008540.11,11181,chr6,138140316,138156755,+
Mus musculus,mm10,Mgst2,ENSMUSG00000074604.9,11182,chr3,51660360,51682677,+
Mus musculus,mm10,Mgst3,ENSMUSG00000026688.5,11183,chr1,167371966,167393841,-
Mus musculus,mm10,Mia,ENSMUSG00000089661.9,11184,chr7,27179742,27181157,-
Mus musculus,mm10,Mia2,ENSMUSG00000021000.17,11185,chr12,59095799,59191583,+
Mus musculus,mm10,Mia3,ENSMUSG00000056050.13,11186,chr1,183326725,183369553,-
Mus musculus,mm10,Mib1,ENSMUSG00000024294.14,11187,chr18,10725548,10818704,+
Mus musculus,mm10,Mib2,ENSMUSG00000029060.17,11188,chr4,155654677,155669198,-
Mus musculus,mm10,Mical1,ENSMUSG00000019823.17,11189,chr10,41476314,41487032,+
Mus musculus,mm10,Mical2,ENSMUSG00000038244.14,11190,chr7,112225856,112413106,+
Mus musculus,mm10,Mical3,ENSMUSG00000051586.17,11191,chr6,120931707,121130999,-
Mus musculus,mm10,Micall1,ENSMUSG00000033039.10,11192,chr15,79108898,79136900,+
Mus musculus,mm10,Micall2,ENSMUSG00000036718.17,11193,chr5,139706696,139736336,-
Mus musculus,mm10,Micos10,ENSMUSG00000050608.11,11194,chr4,139101814,139131113,-
Mus musculus,mm10,Micos13,ENSMUSG00000049760.6,11195,chr17,56607452,56609771,-
Mus musculus,mm10,Micu1,ENSMUSG00000020111.15,11196,chr10,59702477,59864132,+
Mus musculus,mm10,Micu2,ENSMUSG00000021973.9,11197,chr14,57916261,57999262,-
Mus musculus,mm10,Micu3,ENSMUSG00000039478.15,11198,chr8,40307458,40386308,+
Mus musculus,mm10,Mid1,ENSMUSG00000035299.16,11199,chrX,169685199,170005736,+
Mus musculus,mm10,Mid1ip1,ENSMUSG00000008035.12,11200,chrX,10715013,10719690,+
Mus musculus,mm10,Mid2,ENSMUSG00000000266.11,11201,chrX,140664599,140767715,+
Mus musculus,mm10,Midn,ENSMUSG00000035621.13,11202,chr10,80148272,80158368,+
Mus musculus,mm10,Mief1,ENSMUSG00000022412.14,11203,chr15,80234018,80253371,+
Mus musculus,mm10,Mief2,ENSMUSG00000018599.5,11204,chr11,60728398,60732951,+
Mus musculus,mm10,Mien1,ENSMUSG00000002580.7,11205,chr11,98437708,98438991,-
Mus musculus,mm10,Mier1,ENSMUSG00000028522.16,11206,chr4,103114390,103165754,+
Mus musculus,mm10,Mier2,ENSMUSG00000042570.14,11207,chr10,79540245,79555199,-
Mus musculus,mm10,Mier3,ENSMUSG00000032727.14,11208,chr13,111680979,111718596,+
Mus musculus,mm10,Mif,ENSMUSG00000033307.7,11209,chr10,75859353,75860240,-
Mus musculus,mm10,Mif4gd,ENSMUSG00000020743.15,11210,chr11,115607918,115612969,-
Mus musculus,mm10,Miga1,ENSMUSG00000054942.13,11211,chr3,152273849,152340407,-
Mus musculus,mm10,Miga2,ENSMUSG00000026858.18,11212,chr2,30364233,30385521,+
Mus musculus,mm10,Miip,ENSMUSG00000029022.18,11213,chr4,147860778,147868816,-
Mus musculus,mm10,Mill1,ENSMUSG00000054005.4,11214,chr7,18245347,18266092,+
Mus musculus,mm10,Mill2,ENSMUSG00000040987.15,11215,chr7,18839966,18865402,+
Mus musculus,mm10,Milr1,ENSMUSG00000040528.15,11216,chr11,106751226,106768794,+
Mus musculus,mm10,Minar1,ENSMUSG00000039313.14,11217,chr9,89587216,89623125,-
Mus musculus,mm10,Minar2,ENSMUSG00000050875.11,11218,chr18,59062248,59076962,+
Mus musculus,mm10,Mindy1,ENSMUSG00000038712.16,11219,chr3,95281345,95296166,+
Mus musculus,mm10,Mindy2,ENSMUSG00000042444.10,11220,chr9,70599014,70657174,-
Mus musculus,mm10,Mindy3,ENSMUSG00000026767.12,11221,chr2,12347263,12419470,-
Mus musculus,mm10,Mindy4,ENSMUSG00000038022.11,11222,chr6,55203383,55320222,+
Mus musculus,mm10,Mindy4b-ps,ENSMUSG00000101860.4,11223,chr3,58788407,58822311,-
Mus musculus,mm10,Mink1,ENSMUSG00000020827.18,11224,chr11,70562881,70614483,+
Mus musculus,mm10,Minpp1,ENSMUSG00000024896.9,11225,chr19,32485769,32515364,+
Mus musculus,mm10,Mios,ENSMUSG00000042447.13,11226,chr6,8209222,8236274,+
Mus musculus,mm10,Miox,ENSMUSG00000022613.8,11227,chr15,89334398,89337015,+
Mus musculus,mm10,Mip,ENSMUSG00000025389.7,11228,chr10,128225838,128231812,+
Mus musculus,mm10,Mipep,ENSMUSG00000021993.10,11229,chr14,60784573,60905478,+
Mus musculus,mm10,Mipol1,ENSMUSG00000047022.18,11230,chr12,57230427,57497199,+
Mus musculus,mm10,Mis12,ENSMUSG00000040599.13,11231,chr11,71019611,71027371,+
Mus musculus,mm10,Mis18a,ENSMUSG00000022978.11,11232,chr16,90719312,90727404,-
Mus musculus,mm10,Mis18bp1,ENSMUSG00000047534.17,11233,chr12,65132734,65172604,-
Mus musculus,mm10,Misp,ENSMUSG00000035852.11,11234,chr10,79820989,79830490,+
Mus musculus,mm10,Misp3,ENSMUSG00000074217.8,11235,chr8,84010222,84012171,-
Mus musculus,mm10,Mitd1,ENSMUSG00000026088.15,11236,chr1,37874801,37890411,-
Mus musculus,mm10,Mitf,ENSMUSG00000035158.15,11237,chr6,97807052,98021349,+
Mus musculus,mm10,Mixl1,ENSMUSG00000026497.7,11238,chr1,180693043,180697034,-
Mus musculus,mm10,Mki67,ENSMUSG00000031004.8,11239,chr7,135689784,135716361,-
Mus musculus,mm10,Mkks,ENSMUSG00000027274.16,11240,chr2,136873780,136891389,-
Mus musculus,mm10,Mkln1,ENSMUSG00000025609.15,11241,chr6,31398735,31516811,+
Mus musculus,mm10,Mknk1,ENSMUSG00000028708.16,11242,chr4,115839198,115879250,+
